NFCSID,A1,A2,A3,B2_1,B2_2,B2_3,B2_4,B2_5,B2_7,B2_20,B2_21,B2_23,B2_24,B2_25,B30_2024,B3,B4_2024,B5,B6,B33,B34,B10,B40,B41,B23,B24,B25,B26,C22_1,C22_2,C22_3,C22_4,C40,C23_1,C23_2,C23_3,C23_4,C24,C26,C41,C42,C43,C7,D40,D31,D41,D42,E2,E3,E4,E6,F30_1,F30_2,F30_3,F30_4,F30_5,F30_6,F30_7,F30_8,F30_9,F30_10,F30_12,F31_1,F31_2,F31_3,F31_4,F31_5,F31_6,F31_7,F31_10,F31_40,F31_41,F31_42,F40,G2,G30_1,G30_2,G30_3,G30_4,G30_5,G30_6,G31,G40,G41,G42,G43,G4,G5,G6,G7,G21,G8,G44,G22,G11,G12,G13,G23,WGT1,S_Gender2,S_Age,S_Ethnicity,S_Education,S_Income
2024026400,2,1,1,1,2,98,2,1,2,2,1,2,2,2,6,1,11,98, ,98, ,4,7,2,1,4,2,2,3,1,1,1,7,2,98,98,1,98,1,1, , ,2,4,7,2, ,98, , ,2,3,2,1,2,2,1,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,1,1,4,1,1,4,1,4,98,2,1,1,98,98,98,98,98,98,98,.615650807073765,2,3,2,2,3
2024026409,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6,1,6,2, ,98, ,3,2,2,1,4,2,2,1,1,2,1,2,2,2,2,1,98,2, ,2,98,2,1,2,2, ,1,2,3,3,2,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,5,1,3,1,1,1,1,6,98,2,5,98,1,2,2,1,1,1,3,98,98,98,1,98,.615650807073765,2,3,1,2,1
2024026422,1,1,1,1,1,1,98,1,98,2,98,98,98,98,6,4,11,98, ,98, ,2,4,2,1,4,2,2,3,3,1,1,7,2,2,2,2,1,1,1, , ,1,3,3,2, ,1,1,3,3,3,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,1,1,3,2,10,1,1,1,1,1,2,98,1,2,1,3,98,98,98,3,98,.615650807073765,2,3,1,2,2
2024026426,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,98, ,98, ,3,4,2,1,3,2,1,1,1,2,1,3,2,2,98,98,98,98, ,2,1,2,4,4,2, ,1,3,2,3,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,1,1,2,2,1,2,2,4,98,2,98,2,1,1,1,3,1,98,98,2,98,1.89280990645451,1,1,1,2,3
2024026438,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6,1,4,98, ,98, ,3,1,2,1,5,2,2,1,3,1,1,5,2,2,2,2,1,2, ,2,1,2,2,3,2, ,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,1,2,1,1,1,1,1,2,2,3,1,1,2,2,1,2,1,3,2,3,98,98,98,.615650807073765,1,3,1,2,2
2024026447,2,1,1,1,98,98,98,2,1,98,98,2,1,98,6,98,11,98, ,98, ,3,1,2,1,4,2,2,2,2,1,1,5,2,1,98,2,5,1,1, , ,1,4,3,2, ,98, , ,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,98,2,2,8,1,1,4,98,1,98,98,1,1,1,2,98,1,98,2,98,.615650807073765,2,3,1,2,3
2024026448,1,1,1,1,2,1,1,2,2,2,2,2,2,2,5,2,5,98, ,98, ,2,6,2,1,5,2,2,2,1,1,1,4,2,1,2,1,2,1,1, , ,2,7,1,2, ,2, , ,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,1,1,1,2,1,2,2,6,98,1,2,1,2,1,5,98,98,1,2,98,98,.901977476163834,1,3,1,1,2
2024026473,2,1,1,2,2,2,1,2,2,1,2,2,2,98,5,2,8,1,2,1,2,2,6,2,1,3,2,1,2,2,3,2,6,2,1,1,2,3,1,1, , ,2,5,6,2, ,2, , ,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,1,1,2,2,8,1,2,5,1,4,4,2,1,2,2,3,1,3,2,3,1,1.71712816652776,2,2,1,1,2
2024026476,1,1,1,2,2,1,2,2,2,2,2,2,2,2,5,3,8,98, ,98, ,3,3,2,1,4,2,2,1,1,3,3,1,2,2,1,2,2,1,1, , ,2,3,2,2, ,1,1,3,4,1,3,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,1,1,2,2,7,1,1,5,98,2,2,2,1,1,1,3,2,1,2,3,98,1.89280990645451,2,1,1,2,2
2024026487,2,2,1,1,2,1,2,2,1,99,2,2,1,2,98,2,2,1,2,2, ,3,7,2,1,4,1,98,1,2,3,3,5,1,98,1,98,6,1,98, , ,1,4,7,1,1,1,2,1,1,3,3,2,2,3,2,3,2,2,3,3,1,2,2,1,1,1,2,2,1,1,2,2,5,3,3,2,2,3,3,10,1,1,5,1,3,4,3,1,1,1,2,3,2,1,3,1,5.11028153751505,1,1,2,1,1
2024026490,1,1,1,1,1,1,1,2,98,98,98,1,98,98,5,4,99,98, ,98, ,3,1,98,1,4,1,98,1,1,99,99,4,2,2,1,1,98,98, ,98,98,2,4,4,98, ,1,1,98,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,1,1,2,3,1,1,2,2,2,2,2,98,98,1,3,2,1,2,98,98,.885309371025605,2,2,1,2,3
2024026493,1,1,1,1,98,1,2,2,2,1,98,2,2,2,3,1,7,98, ,2, ,2,3,2,1,3,2,2,2,1,1,1,4,2,98,98,1,98,2, ,2,1,2,4,3,2, ,2, , ,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1,1,1,1,5,2,2,4,1,1,2,3,1,2,1,3,98,1,1,3,98,.901977476163834,1,3,1,1,1
2024026494,1,1,1,1,2,2,1,2,1,2,2,2,2,2,6,4,8,1,1,1,1,1,6,2,1,5,1,1,1,1,3,3,1,2,2,1,2,2,2, ,2,2,2,2,5,2, ,1,2,3,4,1,3,1,2,2,2,2,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,3,6,3,3,1,1,2,2,5,2,2,7,2,1,2,3,2,2,1,3,2,3,2,4,3,.615650807073765,1,3,1,2,3
2024026496,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,4,9,1,1,1,1,3,3,2,1,3,1,1,2,2,3,3,2,2,1,1,1,2,1,2, , ,1,5,2,2, ,2, , ,4,2,3,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,3,3,2,1,2,2,7,1,2,4,1,1,1,98,1,1,1,3,1,98,3,2,98,1.71712816652776,1,2,2,1,3
2024026497,2,1,1,1,2,1,2,99,1,1,2,2,2,2,3,98,7,98, ,1,2,2,4,2,1,3,99,1,2,99,2,3,6,2,2,1,98,99,1,1, , ,2,5,4,2, ,98, , ,3,2,99,3,3,99,98,2,1,3,2,2,1,2,2,1,2,2,2,1,2,2,2,2,5,2,3,2,3,2,98,99,98,1,4,1,2,98,2,1,2,98,98,98,98,98,98,1,1.89280990645451,2,1,1,2,1
2024026504,1,1,1,1,1,1,1,2,2,2,2,2,2,2,6,3,99,98, ,98, ,3,5,2,1,4,2,2,1,1,3,1,5,2,2,2,2,2,2, ,2,2,2,5,6,2, ,2, , ,2,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,3,5,2,3,1,98,1,2,3,1,1,3,1,1,2,2,98,2,1,3,2,3,2,4,3,.615650807073765,1,3,2,2,3
2024026520,1,1,1,1,1,1,2,98,2,98,2,2,2,2,6,98,11,2, ,2, ,3,1,2,1,98,2,2,2,1,1,1,98,2,2,2,2,98,1,2, , ,2,7,1,2, ,2, , ,2,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,1,3,1,1,1,1,1,1,1,1,2,1,98,98,2,1,1,98,98,1,98,98,98,.615650807073765,2,3,1,2,3
2024026534,1,1,1,1,98,98,98,98,98,98,2,2,98,2,6,1,99,98, ,98, ,2,4,2,1,4,2,2,1,2,1,1,6,98,98,98,1,98,99, ,99,99,2,1,6,98, ,98, , ,3,3,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,1,1,1,1,8,98,2,6,98,1,2,98,1,2,1,3,98,1,98,98,98,.885309371025605,2,2,1,2,2
2024026538,2,1,1,1,2,2,2,2,2,2,2,2,2,2,4,2,5,1,2,98, ,3,4,2,1,5,1,2,1,1,1,3,3,2,1,2,2,4,2, ,2,1,2,1,2,2, ,1,2,98,4,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,3,2,1,3,1,1,1,2,2,2,2,7,1,2,2,2,1,2,4,3,98,98,98,3,98,1.89280990645451,2,1,1,2,2
2024026546,2,1,1,1,1,2,2,2,98,1,2,2,2,2,6,98,7,98, ,1,2,3,3,2,1,3,2,2,2,2,1,1,3,2,1,98,1,5,1,2, , ,2,5,3,2, ,2, , ,1,3,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,3,1,2,2,2,7,1,1,3,1,2,2,2,98,2,4,3,98,98,2,1,98,.901977476163834,1,3,1,1,3
2024026548,1,1,1,1,1,1,2,2,2,1,2,2,2,2,6,1,11,98, ,98, ,2,3,2,1,4,2,2,1,1,1,1,2,1,1,2,1,3,1,2, , ,2,2,2,2, ,1,1,3,3,3,3,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,1,3,1,1,1,1,3,2,2,6,98,1,3,98,1,2,1,98,2,3,98,98,98,.615650807073765,2,3,1,2,3
2024026560,1,1,1,1,1,1,2,1,1,2,2,2,2,2,6,98,8,98, ,98, ,3,1,2,1,5,2,2,2,2,1,1,4,1,1,1,1,5,1,1, , ,2,4,3,2, ,2, , ,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,1,3,1,1,1,2,1,1,2,1,2,1,2,98,1,98,98,98,98,98,98,98,98,1.71712816652776,1,2,1,1,2
2024026564,1,1,1,1,2,2,2,2,2,2,2,1,2,2,3,1,1,2, ,2, ,2,5,2,1,3,2,2,1,2,3,2,6,2,2,2,2,1,2, ,2,2,2,1,7,2, ,2, , ,3,2,1,1,1,2,2,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,1,2,3,2,1,2,3,2,1,6,2,2,3,98,98,98,98,3,98,98,2,2,98,5.11028153751505,1,1,2,1,2
2024026565,1,1,1,2,2,1,2,1,2,1,2,2,2,2,5,3,9,2, ,2, ,4,7,2,1,3,2,2,3,3,3,3,6,1,1,1,1,5,2, ,2,2,1,6,7,2, ,2, , ,2,3,3,1,3,2,3,3,3,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,6,3,3,2,3,3,98,10,1,1,5,2,1,1,2,1,1,1,3,3,3,2,3,98,.615650807073765,2,3,1,2,3
2024026583,1,2,1,1,1,1,1,2,1,1,2,1,2,1,6,2,4,1,1,1,2,2,6,1,1,5,1,1,2,3,2,2,7,1,2,2,2,1,1,1, , ,2,6,5,2, ,2, , ,4,2,1,2,3,2,2,2,2,2,2,3,1,2,1,2,1,1,2,2,2,2,2,2,6,3,2,3,2,2,3,8,1,1,6,1,2,2,1,2,2,4,3,1,1,3,4,3,1.71712816652776,1,2,1,1,1
2024026606,2,2,1,1,2,2,2,2,2,2,2,1,2,2,4,2,1,1,2,98, ,3,2,2,1,4,2,2,98,1,2,2,5,2,98,2,2,1,2, ,98,98,2,3,6,98, ,2, , ,3,1,1,98,3,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,3,2,98,2,1,1,2,2,98,2,2,4,98,3,2,98,1,98,1,2,98,1,1,3,1,1.71712816652776,2,2,1,1,2
2024026641,2,1,1,2,2,1,2,2,2,98,2,2,2,2,6,1,3,98, ,98, ,3,4,2,1,98,2,98,1,1,2,1,3,98,2,98,1,3,2, ,2,98,2,4,4,2, ,1,2,3,3,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,4,1,3,1,1,1,2,4,98,98,4,1,1,2,3,1,98,98,3,98,98,98,98,98,.615650807073765,1,3,1,2,3
2024026649,2,1,1,98,2,1,98,98,2,1,2,2,2,98,4,98,98,98, ,98, ,3,4,2,1,2,2,98,2,1,2,3,4,2,1,1,1,98,98, ,98,1,98,1,4,2, ,98, , ,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1,1,1,3,4,1,2,2,1,1,98,98,1,2,98,98,98,98,98,98,98,1.71712816652776,2,2,1,1,3
2024026658,1,1,1,1,1,2,1,2,2,2,1,2,2,2,6,3,5,1,2,1,1,3,1,2,1,4,2,2,1,1,2,2,1,2,1,1,2,2,1,2, , ,2,3,2,2, ,1,2,2,4,1,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,6,2,3,1,1,1,2,4,1,2,1,2,1,2,2,1,2,1,3,2,3,3,4,3,.615650807073765,1,3,1,2,3
2024026665,1,1,1,1,1,1,2,1,2,2,2,2,2,2,6,98,8,98, ,1,98,3,1,2,2, , , ,1,2,1,1,7,2,1,1,2,4,1,1, , ,2,4,5,2, ,2, , ,1,3,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,5,3,1,2,1,2,3,5,2,1,4,1,1,4,1,1,1,1,3,2,1,98,1,98,.901977476163834,2,3,1,1,1
2024026670,1,1,1,1,2,2,2,2,2,1,2,2,2,2,6,2,3,98, ,98, ,3,4,2,1,4,2,2,2,1,1,2,4,2,2,2,98,98,98, ,2,98,2,4,4,2, ,2, , ,3,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,2,2,1,2,2,98,2,2,4,98,1,98,98,1,98,98,3,98,98,98,98,98,.885309371025605,1,2,1,2,3
2024026671,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,11,1,1,1,1,1,7,1,1,4,1,1,2,2,2,2,4,1,1,1,1,1,1,1, , ,1,7,7,2, ,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,2,2,2,1,2,2,2,2,7,3,3,3,3,3,3,10,1,1,1,1,1,2,2,1,1,1,3,3,2,3,4,3,1.89280990645451,2,1,1,2,3
2024026673,2,1,1,98,98,98,98,98,98,98,98,98,98,98,98,98,10,98, ,98, ,98,4,2,2, , , ,98,98,98,98,4,98,98,98,98,98,98, ,2,2,2,4,4,2, ,98, , ,3,98,98,98,98,98,98,98,98,98,98,98,2,2,2,2,2,2,2,2,2,2,2,98,1,98,98,98,98,98,98,3,98,2,4,98,98,98,98,98,98,98,98,98,98,98,98,98,.615650807073765,2,3,1,2,2
2024026677,2,1,1,1,1,1,1,2,2,2,2,2,2,1,6,3,9,98, ,98, ,2,5,2,1,4,2,2,2,1,2,2,5,2,1,98,1,98,98, ,98,98,1,5,7,2, ,1,2,2,2,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,2,2,1,1,2,2,8,98,1,1,2,1,2,98,2,2,98,3,98,1,1,3,1,.901977476163834,1,3,1,1,3
2024026678,1,1,1,1,1,1,2,2,2,1,2,2,2,2,3,2,3,1,2,1,1,2,7,1,1,4,1,1,3,3,2,3,7,1,1,1,1,5,1,1, , ,1,7,5,2, ,1,2,2,3,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,6,2,3,2,2,2,2,7,2,2,4,2,2,3,2,1,2,2,2,2,2,2,2,2,5.11028153751505,2,1,1,1,2
2024026684,2,1,1,2,2,1,2,2,2,1,2,2,2,2,6,1,10,2, ,2, ,3,3,2,1,5,2,2,1,1,1,1,5,2,2,1,2,5,2, ,2,2,2,2,4,2, ,98, , ,2,3,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,1,1,2,2,6,1,2,3,98,2,2,2,98,1,1,3,2,1,98,2,98,.615650807073765,2,3,1,2,2
2024026741,1,1,1,1,2,2,2,2,2,1,2,2,2,2,6,1,6,98, ,98, ,3,1,2,2, , , ,2,2,1,1,7,98,98,98,98,98,2, ,2,98,2,5,5,2, ,98, , ,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,1,1,98,1,98,4,98,1,98,2,1,1,98,3,98,1,98,98,98,.615650807073765,1,3,1,2,2
2024026751,1,1,1,1,2,1,1,1,2,1,1,2,2,2,6,3,8,1,2,2, ,3,3,2,1,4,2,2,2,2,2,2,5,2,2,1,1,2,1,2, , ,2,2,3,2, ,1,2,2,3,3,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,1,1,1,1,1,1,2,1,98,2,2,2,1,1,1,3,3,3,3,4,3,.615650807073765,2,3,1,2,3
2024026775,1,1,1,1,1,1,98,1,1,98,98,98,1,98,6,2,10,98, ,98, ,3,4,2,1,5,2,2,3,3,1,1,4,1,2,2,1,2,1,1, , ,2,4,4,2, ,2, , ,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,7,2,3,2,2,2,2,5,1,1,2,1,1,2,2,1,2,1,3,2,3,1,4,2,.901977476163834,1,3,1,1,2
2024026783,1,1,1,1,2,1,99,98,98,2,2,2,2,2,6,1,5,98, ,1,1,3,5,2,1,4,2,1,2,1,2,1,4,2,2,2,1,3,2, ,2,1,2,3,7,98, ,2, , ,3,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,4,2,3,2,1,1,2,1,2,2,5,1,1,2,2,1,2,2,3,98,1,98,2,98,.901977476163834,1,3,1,1,2
2024026801,2,1,1,2,2,1,2,1,2,2,2,2,2,2,6,1,8,98, ,98, ,3,2,2,1,4,2,2,1,1,1,1,4,2,2,1,1,4,1,98, , ,2,4,4,2, ,1,2,3,98,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,1,1,1,1,4,98,1,4,98,98,98,98,1,1,98,98,98,98,98,98,98,.901977476163834,2,3,1,1,1
2024026809,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2, ,2, ,2,6,2,1,98,2,2,1,1,2,2,4,2,2,2,1,3,2, ,2,2,2,4,4,2, ,2, , ,3,1,2,1,1,1,1,3,2,3,1,3,1,2,1,1,1,1,2,2,2,2,2,2,4,2,3,1,1,1,3,3,2,2,4,2,4,1,2,1,1,2,3,3,98,1,98,98,5.11028153751505,1,1,2,1,1
2024026810,2,1,1,1,2,2,2,2,2,2,2,2,2,2,5,4,8,98, ,98, ,2,3,2,1,5,2,2,1,1,1,3,4,2,2,2,2,1,1,1, , ,2,4,4,2, ,1,2,3,2,1,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,2,1,1,98,1,2,2,6,1,2,3,2,2,1,1,3,1,98,98,3,98,1.71712816652776,1,2,1,1,3
2024026812,1,1,1,2,2,2,1,2,2,2,2,2,2,2,6,4,7,1,2,1,1,2,3,2,1,3,2,2,1,1,3,1,1,2,1,2,2,3,2, ,2,2,2,4,3,2, ,2, , ,3,1,3,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,2,2,1,1,99,3,5,1,2,3,2,1,2,2,1,2,1,3,3,3,2,4,2,.901977476163834,2,3,1,1,3
2024026816,1,1,1,1,2,1,2,1,2,1,2,2,2,2,6,1,4,1,2,2, ,2,7,2,1,4,2,98,2,3,2,1,3,2,1,2,2,2,1,2, , ,2,6,3,98, ,1,2,3,3,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,3,2,2,98,3,2,2,2,2,7,1,1,2,2,2,1,1,3,3,1,3,4,3,.901977476163834,1,3,2,1,3
2024026823,1,1,1,1,1,1,1,2,2,2,1,2,98,98,6,4,11,1,2,1,2,3,1,1,1,5,2,2,1,1,3,3,1,2,2,1,2,5,2, ,2,2,2,3,4,2, ,1,3,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,7,2,3,1,1,1,2,1,2,2,1,1,1,2,3,1,2,1,3,2,1,2,4,2,.615650807073765,1,3,1,2,3
2024026827,1,2,1,2,2,1,1,1,1,98,1,1,2,1,3,2,3,2, ,1,98,2,6,1,2, , , ,2,3,1,3,5,98,1,1,2,3,2, ,1,98,1,2,5,1,98,1,2,1,2,99,98,3,2,3,2,1,3,2,3,98,2,1,2,1,2,2,2,2,2,2,2,2,5,2,1,3,1,1,1,8,1,1,5,2,4,3,98,98,2,1,2,2,2,2,2,98,1.71712816652776,1,2,2,1,1
2024026842,1,1,1,2,2,1,2,1,2,1,2,2,2,2,6,1,10,2, ,2, ,4,1,2,1,4,2,2,2,1,1,1,3,2,1,1,2,98,2, ,2,1,2,4,2,2, ,2, , ,2,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,1,2,1,1,1,1,3,2,2,3,2,1,98,98,1,2,98,3,98,1,2,3,98,.901977476163834,2,3,1,1,2
2024026886,2,1,1,1,2,1,2,1,2,1,2,2,2,2,6,1,9,98, ,98, ,4,1,2,1,5,2,2,1,2,1,99,2,2,1,1,1,2,1,2, , ,2,4,5,1,1,98, , ,98,2,3,2,3,2,98,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,4,1,3,2,2,2,2,9,2,2,1,2,1,2,2,1,1,98,3,98,98,98,98,98,.615650807073765,1,3,1,2,2
2024026889,2,1,1,1,98,1,1,2,2,1,2,2,98,98,6,3,8,2, ,2, ,2,4,2,1,4,2,2,2,2,3,1,3,1,1,98,1,4,2, ,2,98,2,4,3,2, ,1,2,2,3,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,3,1,1,1,1,1,1,1,1,98,1,2,2,98,1,5,3,2,3,3,4,98,.901977476163834,1,3,1,1,2
2024026909,2,1,1,2,1,1,2,2,2,2,2,2,2,2,6,1,5,2, ,2, ,2,4,2,1,5,2,2,2,3,1,1,4,2,2,1,2,98,1,1, , ,2,5,3,2, ,1,2,2,3,3,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,7,2,3,1,1,1,1,7,2,2,3,2,2,2,98,1,2,1,3,3,1,3,2,1,.901977476163834,1,3,1,1,2
2024026912,1,2,1,1,2,2,2,2,2,2,2,2,2,2,6,1,2,2, ,2, ,1,7,2,1,5,2,2,1,1,2,1,1,2,1,2,2,3,2, ,2,1,2,1,1,2, ,1,2,2,3,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,1,1,3,1,2,2,4,1,1,2,3,1,1,1,3,3,1,2,2,98,.615650807073765,1,3,1,2,1
2024026919,1,2,1,1,2,2,2,2,2,2,2,1,2,2,6,3,5,1,2,1,1,2,7,1,1,4,1,1,1,1,2,3,5,2,1,98,1,3,1,2, , ,2,3,7,1,1,2, , ,4,2,3,3,2,2,1,3,3,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,5,3,3,2,1,2,3,7,2,2,3,1,2,1,98,1,1,98,2,3,98,98,2,98,1.71712816652776,1,2,2,1,2
2024026922,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2, ,1,1,2,4,2,1,3,2,1,1,1,3,3,6,2,2,1,2,3,1,1, , ,2,5,4,2, ,1,2,2,2,3,3,2,2,2,2,3,3,2,3,2,1,1,2,2,2,1,2,2,2,2,2,1,6,2,3,1,3,3,3,5,2,2,5,1,4,2,2,1,98,1,98,99,1,98,2,98,5.11028153751505,2,1,1,1,2
2024026926,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,4,10,98, ,1,2,1,7,2,1,5,1,1,1,1,1,3,4,1,1,1,1,5,2, ,2,2,2,7,7,2, ,2, , ,4,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,1,2,2,2,2,2,2,1,7,1,3,3,3,3,3,10,2,2,7,1,1,1,2,1,1,1,3,2,1,2,2,1,1.71712816652776,1,2,2,1,2
2024026949,1,1,1,1,1,1,1,1,2,1,2,2,2,2,6,4,9,1,2,1,2,2,4,2,1,5,2,98,2,1,3,3,5,1,1,1,1,2,1,1, , ,1,4,5,2, ,1,3,1,3,3,3,1,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,1,1,2,2,3,6,2,3,1,1,2,1,8,1,1,1,98,1,2,2,2,2,1,3,2,3,98,4,98,.885309371025605,1,2,1,2,3
2024026950,1,1,1,1,98,1,98,2,98,2,2,2,1,98,6,2,9,2, ,98, ,2,2,2,1,5,2,98,2,1,1,1,6,2,1,2,1,98,2, ,2,98,2,4,3,2, ,2, , ,2,3,3,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,1,1,1,1,1,1,1,1,98,1,2,98,1,2,1,3,2,1,98,98,98,1.71712816652776,1,2,1,1,3
2024026991,1,1,1,1,2,2,1,2,1,1,98,98,98,98,6,98,9,98, ,98, ,3,2,98,1,3,2,2,3,3,1,1,2,2,1,2,1,98,1,1, , ,2,4,2,2, ,1,1,98,1,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,98,3,1,98,2,98,7,2,2,4,2,1,2,98,2,2,1,3,98,3,2,98,98,.901977476163834,1,3,1,1,2
2024027000,1,1,1,1,1,1,1,2,2,2,1,1,2,2,5,4,3,2, ,1,2,1,6,1,1,4,1,1,1,1,2,3,4,2,2,1,1,3,2, ,2,1,2,3,4,2, ,1,2,3,3,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,3,6,3,3,2,1,2,3,5,1,1,5,1,1,2,3,1,1,1,3,3,3,98,4,3,.885309371025605,1,2,1,2,3
2024027008,1,1,1,1,1,2,2,2,2,1,2,2,2,2,6,2,8,2, ,2, ,1,5,2,1,5,2,2,2,2,3,1,5,2,2,2,2,1,2, ,2,98,2,2,4,2, ,1,1,3,4,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,6,3,3,1,1,1,2,3,2,1,5,1,1,2,2,1,1,98,3,98,1,1,3,98,1.89280990645451,1,1,1,2,2
2024027009,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6,2,8,98, ,2, ,2,3,2,1,4,1,2,2,2,1,1,5,2,1,98,1,3,1,1, , ,2,5,5,98, ,1,2,3,3,3,3,98,1,3,98,1,98,1,98,2,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,1,1,1,2,2,1,1,2,1,1,1,2,1,1,2,3,98,1,2,1,1,1.71712816652776,1,2,1,1,3
2024027011,1,1,1,1,2,2,2,2,2,1,2,2,2,2,6,2,7,2, ,98, ,2,5,2,1,5,2,2,2,1,2,1,1,2,1,2,1,4,1,1, , ,2,2,4,2, ,1,3,2,2,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,1,1,1,2,6,1,2,2,1,1,2,3,1,2,1,3,2,1,3,4,98,.901977476163834,1,3,1,1,3
